,amount,duration,inst_rate,residing_since,age,num_credits,dependents,status,checkin_acc_A11,checkin_acc_A12,checkin_acc_A13,checkin_acc_A14,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,svaing_acc_A61,svaing_acc_A62,svaing_acc_A63,svaing_acc_A64,svaing_acc_A65,present_emp_since_A71,present_emp_since_A72,present_emp_since_A73,present_emp_since_A74,present_emp_since_A75,personal_status_A91,personal_status_A92,personal_status_A93,personal_status_A94,other_debtors_A101,other_debtors_A102,other_debtors_A103,property_A121,property_A122,property_A123,property_A124,inst_plans_A141,inst_plans_A142,inst_plans_A143,housing_A151,housing_A152,housing_A153,job_A171,job_A172,job_A173,job_A174,telephone_A191,telephone_A192,foreign_worker_A201,foreign_worker_A202
purpose_A42,-0.03403742856995088,-0.06307622651218107,-0.06725490577064963,-0.0060682927271714015,-0.12736518789933313,-0.06263551747748576,-0.08651507185862296,-0.02097059912756873,0.13047866410330192,-0.056749611023801716,-0.004308079783865793,-0.0654535924432043,-0.00318100528908433,-0.010455630805557432,0.05240362962129942,-0.054348579991921955,-0.017308030622929682,-0.2598309495468371,-0.15930144945466107,-0.051809510288074595,1.0,-0.29316363907936305,-0.05180951028807524,-0.07050813860423746,-0.10785009601567692,-0.044800386839396654,-0.15407753738706748,0.10010077809246208,-0.08239789074136637,0.006381944493717407,0.02809101932732338,-0.08143147355754564,-0.0023909719006384557,0.08168022162898757,0.019977395232583153,-0.03078840437619227,-0.06448227883565495,0.07090696920367745,0.10046706379871519,-0.0740423927316485,-0.08673596945370954,-0.019379053210558578,0.05997747429328257,-0.028215660730536055,-0.05219110454147329,0.16618299594905495,-0.04462902126780686,-0.07105036979407832,-0.023716981331474773,0.030594662090787747,0.004445537891496796,0.10569954175419785,-0.04049551553876826,-0.07153012273766848,-0.052801423736273057,-0.020778239539602162,0.06439346208018917,-0.0423347138918553,0.05358670898201445,-0.05358670898201445,0.00959041795153736,-0.009590417951537328
purpose_A43,-0.17320294296822178,-0.04427071300217164,0.13794852095987567,-0.08934213083064925,-0.04615445772472858,-0.03027005225967905,-0.08246417735743698,0.10692217131196477,-0.11345391096065204,-0.001607199860160568,0.058300433173828665,0.07602673841194606,-0.0818317088384978,-0.04869769847073965,0.08300052063341036,-0.036478247146388386,-0.009982547524985326,-0.3446722437527878,-0.21131735119457706,-0.06872660931990038,-0.29316363907936305,1.0,-0.06872660931990004,-0.09353080677240048,-0.1430658458798272,-0.05942883201504098,-0.20438770137169937,0.0007283176073588184,-0.013482105624064504,0.04913369839806944,-0.04625925277592508,0.0043775564510466205,-0.08644369471470599,-0.01274761960428741,0.009786276728553447,0.0016449326451706224,0.04692774095324551,-0.07153292293991294,-0.008668058804494994,-0.03329416864311536,0.1251422396146743,-0.08404660448268463,-0.005391315426022448,0.11475587270727687,0.12393737238574946,-0.10531510633804333,0.06639946357405103,-0.11797692765357265,-0.03811250259839349,-0.00168375671009686,0.034800833112032345,-0.07041403987824606,0.13470543412658967,-0.10935670047980708,-0.0631636617164272,0.005567942539842272,0.08580182859662945,-0.09683924102960811,0.08224303280142908,-0.08224303280142908,0.06324198898586911,-0.06324198898586907
purpose_A44,-0.06926773308900008,-0.036838647065791014,0.021790491213418108,-0.011024239863209157,-0.012810200469746836,-0.05651200490666325,-0.04720083106676669,-0.008016434504064944,0.03525259351020754,-0.025432815633518416,0.00922317949920805,-0.01368289080092221,-0.022496063533292417,0.01752830099239335,0.06698004339325993,-0.03423387555726315,-0.05076893163875808,-0.060912397645227524,-0.03734517866931084,-0.012145748987853892,-0.05180951028807524,-0.06872660931990004,1.0,-0.016529284842227935,-0.025283392706066235,-0.01050259402346336,-0.03612053237648049,-0.023200399643217226,-0.007130632820353827,0.0470230954795715,-0.024746529156023694,0.019096350634535866,0.009749303852022793,0.04711474726604885,0.018081990560629358,-0.0021318121300864554,-0.06413751222021409,0.016855595137377236,0.045275198117401556,-0.04753541247426637,-0.0033046647354206585,0.035289863739717986,-0.022787399983782326,-0.02581128664598309,0.03298264533857378,0.004699590891150114,-0.01918972406936328,-0.021576510799695844,-0.017733660556999598,-0.024474545151367932,0.02907856280840828,-0.0035456390840763502,0.02931651785753701,-0.03834790133300745,0.04608164259045293,-0.03214392817871638,0.04641406373245032,-0.045932830759186756,0.015871316216437663,-0.015871316216437663,0.02160229384166908,-0.021602293841669052
purpose_A45,-0.028878971221117884,-0.022242237355510737,0.04194846620788013,0.026261784052294675,0.03978742579263841,0.07133015841225795,0.029951746609142346,-0.0208275228930208,-0.015713348950106513,0.0473823981879815,-0.038890398412697695,-0.00931990041112303,0.038964727440437726,-0.03404471434633872,-0.009015219473076963,0.02560484227359285,-0.0066805246965317925,-0.082896359220647,-0.050823468880033765,-0.016529284842227862,-0.07050813860423746,-0.09353080677240048,-0.016529284842227935,1.0,-0.03440845025155565,-0.014293096981478631,-0.04915683412367521,0.010227309119520432,0.016462677033515154,-0.010830947898486107,0.03010593596891463,-0.0357208759449803,0.046249311040348115,0.003902056841509335,-0.006596052920489956,-0.014889664809133226,-0.008875955207274737,0.02815236838763822,-0.026827810369197267,-0.0007670925458551311,0.02302142550192141,-0.022393526400161283,0.003369334089090025,0.02628373963128818,0.04236133351009997,-0.03398132940829586,-0.03335373192415283,0.03044659482033527,-0.060262582274256404,-0.0010952235407312063,0.054173892658747225,-0.03446473240623394,0.019802904091697864,0.013705961796487188,0.07045919315857745,0.04431314651943003,-0.012143574644029832,-0.06251050009247469,0.05401715116772309,-0.05401715116772309,-0.006717662345598019,0.006717662345598053
purpose_A46,-0.007387412166516831,0.004207822221901348,0.037086609226423185,0.04282798784017924,0.06878250581046057,-0.006907049867734826,0.04120428217151708,-0.07008766440504553,-0.007201245940968137,-0.004656192001708996,0.016052107175315748,0.0028170206262876554,-0.04682929057908475,0.011690351948941755,-0.03217617207104246,0.009717749287841639,0.04385296224553749,-0.12679926712403108,-0.0777401886798921,-0.025283392706065923,-0.10785009601567692,-0.1430658458798272,-0.025283392706066235,-0.03440845025155565,1.0,-0.02186289288483937,-0.07519088413073624,-0.0014066645566401413,-0.002264277340191217,-0.021717556766604126,-0.008585668058149013,0.0219527206224255,-0.039955376371087224,0.004863330617711186,0.019870393945003808,-0.020574887477365186,0.014248409956274447,-0.031578947368422074,0.05456453926005226,-0.0036876839224200745,-0.05715034520698818,0.07346170947276497,-0.04743575576247373,-0.05373047781341677,-0.10298827706063891,0.015217966663680941,-0.03507506002038771,0.1563553567080376,0.013926228552919471,-0.007587974456553381,-0.008254343933401069,0.0005984461887325423,-0.09788018809053743,0.14191559529920322,-0.0031280409319598187,2.340080412705832e-17,0.0047517333624048814,-0.005168476327061003,-0.01683107626476254,0.01683107626476254,0.04496876060068048,-0.044968760600680474
purpose_A48,-0.06976550662575809,-0.07278022039144616,0.03737506833513331,0.02251308315685767,-0.0068869059142126,-0.0147101056662564,0.017701215491208896,0.03928087850141766,-0.011063288633181305,0.013825653020465144,-0.02471069195297831,0.00983814791675658,0.03458249157736478,0.07647152213693591,0.004879585030164748,-0.02960249690547908,-0.03808439670938023,-0.05267177710516743,-0.03229288294115826,-0.010502594023463305,-0.044800386839396654,-0.05942883201504098,-0.01050259402346336,-0.014293096981478631,-0.02186289288483937,1.0,-0.03123391466766619,-0.030882466692928386,-0.032292882941158264,0.01887077533622418,-0.021398659685411388,0.06443580700737878,0.019407380622958628,-0.015375989886743213,-0.02350953586682187,0.040052204189432485,-0.006746851100487189,-0.02186289288483931,0.004807904365495604,-0.041104516440635,0.079572847780753,0.030515624221464897,-0.019704574095781073,-0.022319369940633226,-0.012660108200438731,0.0730480599537772,-0.022214758152886694,-0.04065927274908818,-0.007682572434632151,-0.02116347142451098,0.018341427776434195,-0.016876602997204594,0.03705417255403468,-0.03315995084001441,-0.014293096981478645,0.0847094583986368,-0.05855743468186833,-0.009899866693717261,0.01372414257909794,-0.01372414257909794,0.018679796727355504,-0.018679796727355494
purpose_A49,0.10301654756125832,0.16465924472332835,-0.027487122821875393,-0.054851623622788045,-0.002357676821597098,0.07858714710873249,-0.000326771444930365,-0.036129062334299064,-0.0877122418165362,0.10596657167565704,-0.015450560767970732,-0.008422346857682098,0.1917385473621244,0.03517102551564647,-0.12463418624066057,0.17251224050058978,-0.06993969666937919,-0.18114883104151913,-0.11106171686729668,-0.036120532376480226,-0.15407753738706748,-0.20438770137169937,-0.03612053237648049,-0.04915683412367521,-0.07519088413073624,-0.03123391466766619,1.0,-0.017202440952217946,0.07791327930366243,-0.029357456148682175,0.02124371339265535,-0.03277787153053455,-0.02821840484891592,-0.03298454422047457,0.02224879431764913,0.04565046272775895,-0.019749420702775845,0.07984186665428616,-0.08087466342873646,0.03967536842732891,0.000888478682360045,0.05841378680626259,-0.03368803619909231,-0.04632432131656922,0.019868877001986154,-0.012039085298685937,0.020060887927713805,-0.036863827703142504,0.06365155279707854,0.07090153727711898,-0.09515527730999648,-0.012013457587880683,0.05108308863887156,-0.05961278232271646,-0.0030866990499405227,0.0050682907020829565,-0.00776823043202895,0.006127812525233479,-0.08822128418915268,0.08822128418915268,0.046343443725090736,-0.04634344372509069
svaing_acc_A61,-0.03644234943292022,-0.04776439510008976,-0.009649240514313494,-0.0864944718594503,-0.04413056841576064,0.03831813044808641,-0.019568391379880624,-0.16100658741138615,0.2464376992734076,-0.047044556299240085,0.02532892604161201,-0.19484075267856907,0.061327859144556116,-0.0430509506792654,-0.006511129769490846,-0.022105283864969627,0.014913220839516614,-0.01497495653453799,-0.08142158190909884,0.014340700103089155,0.10010077809246208,0.0007283176073588184,-0.023200399643217226,0.010227309119520432,-0.0014066645566401413,-0.030882466692928386,-0.017202440952217946,1.0,-0.4176243315544017,-0.31956843952002495,-0.27673592858102297,-0.5832811201871934,0.022154115208603317,0.08819171587646502,0.024105333232514573,-0.026535241962579528,-0.09195432817291227,-0.00140666455664014,0.031243531152375242,-0.038783104667863014,0.017848371759518564,-0.10500232200865839,0.03377701758737708,0.10718708168680198,0.05883871873125559,-0.0333901785119631,-0.013870610870552018,-0.01620578892378157,-0.004826798523668382,0.016021275821811582,-0.004422720633448119,-0.010327081804064957,0.000275606979990207,0.012353346400695119,-0.0037063545310525815,0.03781097000743842,-0.058799982866084656,0.03888526619825047,0.060861400478233935,-0.060861400478233935,0.0033673826814777023,-0.0033673826814776477
svaing_acc_A62,0.013545470372033533,0.05209333410060124,-0.011344474386985328,0.02112707928624128,-0.07547217476757441,-0.011428485393212192,0.00031816983806409277,-0.02225549266424395,-0.11965916596072874,0.14313640388951643,-0.020162287060034235,-0.010651412947497224,0.014774140544484867,0.045004953219342426,0.00929431559169893,0.05732202997713874,-0.0735777941162032,0.04583187458354922,-0.01741511619097066,0.02308391302860358,-0.08239789074136637,-0.013482105624064504,-0.007130632820353827,0.016462677033515154,-0.002264277340191217,-0.032292882941158264,0.07791327930366243,-0.4176243315544017,1.0,-0.08786640747653657,-0.0760894658453094,-0.16037508790516383,0.00837637811282655,-0.006241928600358893,-0.013323143333460748,0.05274498996859643,-0.030717343617207727,0.0128309049277492,0.0004979409159594169,-0.016155740585806235,0.01734735616324129,-0.004768943137501473,0.029482978924009126,-0.02009273309073353,-0.0661385962812902,0.008604579213779964,0.04054667974192899,0.019487104992945085,0.006495265290490291,-0.013073316717511154,0.0013358988577971246,0.030577564745409493,-0.0177382696730884,-0.011913988386631023,-0.05082346888003376,0.019739512212083657,0.00756374725192356,-0.01152537039591298,0.024216930496902066,-0.024216930496902066,-0.0032940710685562848,0.0032940710685562687
svaing_acc_A63,-0.0642583903117293,-0.03997751801026018,-0.018802846296455917,0.032410080735395426,0.030244793267135767,-0.05182662282703754,-0.008700158434488523,0.07095408007339192,-0.08547145846598621,-0.05519796157974017,0.0005251478036968175,0.1278468568732616,-0.031925514548978864,0.036474269390108685,0.021523533638766783,-0.022432024498526357,-0.01319385493187628,-0.016935022070734735,-0.020162287060034808,-0.02857673648115515,0.006381944493717407,0.04913369839806944,0.0470230954795715,-0.010830947898486107,-0.021717556766604126,0.01887077533622418,-0.029357456148682175,-0.31956843952002495,-0.08786640747653657,1.0,-0.058224078500396174,-0.12271990089510519,-0.015462897019719297,-0.06364962088308336,0.04036993355935761,-0.02130072007378026,0.038447876444829256,0.016052107175315636,-0.031414434258779586,0.012206377321550912,0.01714547726850818,0.08303062557560177,-0.05361460417784075,-0.06072925905676191,-0.025300280102030937,-0.025507803752004114,0.053173085507593504,-0.008004818698684316,0.0028910608162773114,0.0007584538453959932,-0.002982911466514399,0.0077624735448218905,0.0007369859956924942,-0.010661582543889773,0.045287953129941015,-0.006173780559537339,0.01969249631899463,-0.03852745216114162,-0.004596493770736721,0.004596493770736721,0.029021775596152107,-0.029021775596152342
svaing_acc_A64,-0.05553988486762648,-0.04783941416360568,0.0354654768865738,-0.00457813899141474,0.03176753613053505,0.025700200105192087,-0.00568747342026823,0.08574929257125227,-0.07501443130147391,0.011477702771700361,-0.000462095861114312,0.05828423866407356,-0.04583492485141095,0.014042602886015517,-0.041615681731510194,-0.0036988793881590014,0.06101144097310836,-0.0025634601968651826,0.03164238304570361,-0.024746529156023545,0.02809101932732338,-0.04625925277592508,-0.024746529156023694,0.03010593596891463,-0.008585668058149013,-0.021398659685411388,0.02124371339265535,-0.27673592858102297,-0.0760894658453094,-0.058224078500396174,1.0,-0.10627146341667726,-0.05772933703173566,-0.015569374125287985,0.017076704621264285,0.007995972009881674,0.019971851007640703,0.03434267223259491,0.041672804714838946,-0.049854564385232,-0.006733136203271776,0.055794793254407775,-0.02283678864376099,-0.05258957337073766,0.07759714836704111,-0.01258967839193254,-0.03909837644870155,-0.03100105977506166,-0.00908701414995323,0.016445173637791827,-0.000865614911110634,0.004978780456980694,0.028707452546657644,-0.0479887747049463,-0.0017859453540885887,-0.018712029714127693,0.05581002971940147,-0.05406517388893823,-0.005796297580811098,0.005796297580811098,-0.030333904792473665,0.03033390479247368
svaing_acc_A65,0.10654674960092567,0.07105670162222395,0.013335701866313743,0.07500547923110502,0.07860332551313907,-0.021145448240803708,0.033122183722476134,0.1292377123259018,-0.1225930651250363,-0.024652493116974695,-0.016275368936474938,0.14236361032232714,-0.043816319869912725,-0.011585148432284613,0.010415320066683796,-0.0009494192016775868,0.013529423931636603,-0.005021262557896302,0.11189414722482773,-0.004655329259165764,-0.08143147355754564,0.0043775564510466205,0.019096350634535866,-0.0357208759449803,0.0219527206224255,0.06443580700737878,-0.03277787153053455,-0.5832811201871934,-0.16037508790516383,-0.12271990089510519,-0.10627146341667726,1.0,0.007013647119422105,-0.058086469798811914,-0.05483612682240618,0.0010778438945936177,0.1053029814224281,-0.0373789567354811,-0.04322525146684915,0.08166687741128652,-0.04327258912943594,0.05359726791512927,-0.019602938414179476,-0.05260312191521757,-0.04946271970427023,0.05847486866716421,-0.026118486058344253,0.027356076464814347,0.004208844163412379,-0.019564077723404485,0.006899094692429391,-0.018599535522683532,-0.002738503037583565,0.026963585039811104,0.01717281992616551,-0.049137949293236505,0.02522976452892857,0.013954307100896362,-0.08995643763968497,0.08995643763968497,-0.0031375084461826167,0.0031375084461826475
present_emp_since_A71,0.08615776311365539,-0.005707232279797118,-0.049014166660515245,0.03372829804929115,0.11034804504737865,0.03363688546889999,-0.041363352816576014,-0.03981491245900008,0.037300965104557965,0.05911836289623714,-0.04959732752682438,-0.06303622661392012,-0.03131834754727816,0.03768889812916045,-0.015453569743868429,0.00796274632882622,0.007598454541857838,0.034202248460509926,0.06294561663286928,0.1239989583679118,-0.0023909719006384557,-0.08644369471470599,0.009749303852022793,0.046249311040348115,-0.039955376371087224,0.019407380622958628,-0.02821840484891592,0.022154115208603317,0.00837637811282655,-0.015462897019719297,-0.05772933703173566,0.007013647119422105,1.0,-0.11717729834066651,-0.18411685375060752,-0.117999189977937,-0.14962163121919544,-0.0019026369700514453,0.0338913714684738,-0.01646380371378068,-0.02444755819285147,-0.003340976921472003,0.0723146840477881,-0.06021323057524531,-0.06896833452662475,0.0060514415905170175,-0.02275296361337226,0.10858776817532963,-0.019394218201441143,0.04087160202336807,-0.004987465615297635,-0.033510897193250566,-0.047722280220789594,0.11094194400566469,0.4137560613609795,-0.11818098247147873,-0.2324124514404677,0.27820617251808,-0.08410063810640031,0.08410063810640031,0.050394384359177966,-0.0503943843591778
present_emp_since_A72,-0.051499419624298236,-0.05671142406949022,-0.02906139826675709,-0.14351484345044419,-0.20946813314316645,-0.09061404258588956,-0.04876414722245052,-0.10639685329020665,0.011121999233121618,0.0820577443058613,0.04541415718937004,-0.10720101998400462,0.028667568367212706,0.007021474750790766,0.10533565792636865,-0.029333096226114862,-0.11292478347900367,0.004706695854616284,-0.05854859284917602,-0.050229771878679136,0.08168022162898757,-0.01274761960428741,0.04711474726604885,0.003902056841509335,0.004863330617711186,-0.015375989886743213,-0.03298454422047457,0.08819171587646502,-0.006241928600358893,-0.06364962088308336,-0.015569374125287985,-0.058086469798811914,-0.11717729834066651,1.0,-0.3263985151675637,-0.2091865009378322,-0.2652461046995958,0.029179983706266423,0.18723940989339516,-0.2249828921735836,0.06579095647502244,0.018211093632212363,-0.0006949006530898047,-0.02320123100871155,0.020587577916861593,0.08221189749962192,-0.045599782103857324,-0.06231325491706,0.0007046921921800422,0.01146887191483588,-0.006864556212252663,0.11206219094538945,-0.02129897821830626,-0.10736650889475294,0.021967134811459448,0.0635963000748889,-0.007464287862592395,-0.07056306173774138,0.07283738627467398,-0.07283738627467398,-0.03700428426119233,0.03700428426119233
present_emp_since_A73,-0.03705220839017272,-0.03174774699977314,-0.07318631527743374,-0.16282636318879254,-0.15566294185615687,-0.08025627592467621,-0.03236732198123475,-0.010602727744855255,-0.00419652245479287,-0.029493437742972455,0.014285548317472342,0.023492791928866268,0.04786485846848272,-0.015765460584639877,0.039490642637204094,0.02362358685723675,-0.07113986905897081,-0.016595844331896197,-0.04807312594551232,-0.001319286864938784,0.019977395232583153,0.009786276728553447,0.018081990560629358,-0.006596052920489956,0.019870393945003808,-0.02350953586682187,0.02224879431764913,0.024105333232514573,-0.013323143333460748,0.04036993355935761,0.017076704621264285,-0.05483612682240618,-0.18411685375060752,-0.3263985151675637,1.0,-0.32868790239386053,-0.41677252299257583,0.01987039394500377,0.008724235817549116,-0.04572316333819261,0.049789437807822905,-0.039808860967142576,-0.020231270366648676,0.07014212310158176,0.12395083923512164,-0.04828498640812017,0.006513415216724104,-0.10655367123036279,-0.055697140760329215,0.030613840689097945,0.03286799129066878,0.001757891273244838,0.04806795884211033,-0.0722274625114123,-0.09300722655135872,0.06443165109331007,0.0718895636929836,-0.13190268496865906,0.09021816687459182,-0.09021816687459182,-0.038688758626274855,0.03868875862627494
present_emp_since_A74,0.05375374260463168,0.07949500472972745,-0.0024241682426113798,-0.011458537751266313,-0.08311797673980435,0.03125941530387956,0.02208430707038914,0.07598006067610082,-0.009912102279711283,-0.004794414360608035,-0.04301399232024305,0.03478615765891584,-0.053304629114299076,0.018011278320383205,-0.017017837021101954,0.01571697778246165,0.02328636859509294,0.007999780344098104,0.009354902794693152,-0.05058208781387734,-0.03078840437619227,0.0016449326451706224,-0.0021318121300864554,-0.014889664809133226,-0.020574887477365186,0.040052204189432485,0.04565046272775895,-0.026535241962579528,0.05274498996859643,-0.02130072007378026,0.007995972009881674,0.0010778438945936177,-0.117999189977937,-0.2091865009378322,-0.32868790239386053,1.0,-0.26710656366526636,-0.05688351243742017,-0.039581243164214935,0.0670343978313247,-0.009199390330364762,-0.007429225454354236,-0.015085064616693563,0.023190457958363,-0.04143287948387966,0.0164473765237286,0.07411456625697731,-0.06427987609462393,-0.0014182060070266093,-0.02714550018021694,0.016025594514102293,0.005876180516105868,0.04045609257473907,-0.06622012422655389,-0.06883772571179111,-0.005275520899326663,0.05124683561951106,-0.03529889651880568,-0.036037573851671195,0.036037573851671195,-0.007853398988822351,0.007853398988822159
present_emp_since_A75,-0.009619063936211689,0.017641322199736468,0.13422200724698038,0.29316306470209974,0.36260378349513855,0.12013040508630507,0.0812617119289114,0.05973333359789552,-0.017133081266602613,-0.06773108210087725,0.010045111279970905,0.07211026319543334,-0.013147156993717633,-0.02554225133666935,-0.11102719674656993,-0.01838303041650098,0.15096827171615498,-0.011963945875198896,0.06009520218385092,0.02036513892631343,-0.06448227883565495,0.04692774095324551,-0.06413751222021409,-0.008875955207274737,0.014248409956274447,-0.006746851100487189,-0.019749420702775845,-0.09195432817291227,-0.030717343617207727,0.038447876444829256,0.019971851007640703,0.1053029814224281,-0.14962163121919544,-0.2652461046995958,-0.41677252299257583,-0.26710656366526636,1.0,0.0036940322108854834,-0.15632139688392568,0.19576492461572412,-0.08974239751805668,0.035870434834192964,-0.004327001426435506,-0.043057532384638705,-0.07844908022757456,-0.03648969900858353,-0.01951855419951224,0.16593634475762858,0.0720309604772607,-0.04229074054117542,-0.0410388680402072,-0.08572794023974657,-0.0426583368797675,0.16805505560367193,-0.08728545350475404,-0.05520655920492306,0.01243508645589954,0.0813354905734252,-0.08338592425244777,0.08338592425244777,0.0531436671766776,-0.0531436671766776
personal_status_A91,0.03362027680924749,0.005987565759865602,-0.10016304696585093,-0.036104139919879,0.06259557724714157,-0.03321962079243853,-0.06022164317375536,-0.05006261743217403,0.033948730864565416,0.005690901335422314,0.053821771117236246,-0.06291346065376255,-1.2307234264227918e-17,-0.009564833412770899,0.013789788030446799,0.009717749287841578,-0.016633882231066016,-0.01842382513767939,-0.03245464187607192,0.016855595137377142,0.07090696920367745,-0.07153292293991294,0.016855595137377236,0.02815236838763822,-0.031578947368422074,-0.02186289288483931,0.07984186665428616,-0.00140666455664014,0.0128309049277492,0.016052107175315636,0.03434267223259491,-0.0373789567354811,-0.0019026369700514453,0.029179983706266423,0.01987039394500377,-0.05688351243742017,0.0036940322108854834,1.0,-0.1537727924601473,-0.2526063486857912,-0.07302544109781779,0.04186527529093079,-0.02429636270760826,-0.03306490942364186,0.029570891433252512,-0.017391961901349406,0.013640301119039515,-0.03432190757005788,-0.02586299588399314,-0.029267901475277764,0.03891333568603135,-0.035308325135216825,0.05426518199838044,-0.03547889882480169,-0.03440845025155604,-0.022941573387056213,-0.004751733362404838,0.046516286943550623,-0.016831076264761904,0.016831076264761904,0.020661322438149846,-0.020661322438149846
personal_status_A92,-0.09348335237900057,-0.0811355778472361,-0.08099814587542026,0.01354206756773982,-0.16117266234083372,-0.0920973972432656,-0.20343118102086447,-0.07549269735627515,0.01483448392965065,0.012726245197731734,0.004182658385729986,-0.027169306670282858,-0.004413559511103503,0.018129460651618162,0.09400857677080514,-0.08609242721717583,-0.056199937846366316,-0.012971972245984734,-0.05640959233653796,-0.014297430984443114,0.10046706379871519,-0.008668058804494994,0.045275198117401556,-0.026827810369197267,0.05456453926005226,0.004807904365495604,-0.08087466342873646,0.031243531152375242,0.0004979409159594169,-0.031414434258779586,0.041672804714838946,-0.04322525146684915,0.0338913714684738,0.18723940989339516,0.008724235817549116,-0.039581243164214935,-0.15632139688392568,-0.1537727924601473,1.0,-0.7380356889809168,-0.21335719396665684,0.013623872783602397,-0.007741974285244315,-0.010907037087911978,0.007592152419790575,0.03626630109956389,0.027915210938211248,-0.08829712222366112,-0.019312749671711385,-0.04668909205968749,0.04256520239652966,0.2228453330825277,-0.11963816521790008,-0.10087158956916306,0.07635607566617542,0.010810968751610172,0.0076132903398922645,-0.05407006833059748,0.07596578967969428,-0.07596578967969428,0.05120214147392039,-0.05120214147392041
personal_status_A93,0.15245788008976952,0.12235559572543765,0.11370016499069394,0.057562850678492636,0.20694970278065764,0.11618240418206417,0.28348305885279723,0.08067680281606357,-0.009694807241783055,-0.056240275800627175,-0.012603332681600861,0.0661543090719552,0.021327415312903934,0.01068548140612859,-0.1386490130161047,0.07642920300366714,0.0902179345816026,0.02737432641550533,0.0896101552296198,0.026277339814965595,-0.0740423927316485,-0.03329416864311536,-0.04753541247426637,-0.0007670925458551311,-0.0036876839224200745,-0.041104516440635,0.03967536842732891,-0.038783104667863014,-0.016155740585806235,0.012206377321550912,-0.049854564385232,0.08166687741128652,-0.01646380371378068,-0.2249828921735836,-0.04572316333819261,0.0670343978313247,0.19576492461572412,-0.2526063486857912,-0.7380356889809168,1.0,-0.3504871107008897,-0.014085528905903954,0.025656828591123757,-0.004488656165190369,-0.09616538388528802,-0.014927667565356842,-0.021060000700136614,0.16481776988723243,0.03384940745313749,0.06877388620494593,-0.06750156905272878,-0.2258598630529866,0.07673579298040924,0.16712258740920016,-0.05555941724979028,-0.018083521747742623,-0.02180723750622754,0.0729700884589695,-0.0802897284669138,0.0802897284669138,-0.02899570021775148,0.028995700217751417
